41,2021-02-07 08:49:50,701,860,21,22,629
93,2021-09-17 17:13:18,212,1076,230,22,723
1,2022-01-09 19:28:29,1074,674,116,71,710
49,2022-04-11 06:24:43,1011,355,243,16,228
28,2021-03-14 10:42:50,1011,551,162,116,537
273,2021-06-05 08:22:39,1061,678,6,83,634
128,2021-12-01 02:22:18,225,1087,5,74,397
66,2021-05-30 19:38:46,567,1023,298,71,230
123,2021-08-16 03:38:31,957,971,193,24,615
155,2021-03-09 03:10:43,711,791,150,108,460
61,2022-02-06 00:04:17,957,847,189,32,160
12,2022-03-12 19:29:14,225,68,130,74,577
207,2022-04-22 20:22:50,1049,568,169,93,518
106,2021-08-10 18:32:08,1011,873,152,71,161
47,2022-03-30 21:28:59,404,820,11,97,79
81,2021-04-27 05:04:28,542,367,201,32,411
65,2022-03-02 04:36:24,387,177,239,81,264
170,2021-11-02 06:00:12,841,629,255,16,289
122,2021-08-30 15:33:39,241,84,317,96,818
178,2021-11-05 12:55:14,404,827,16,11,653
140,2021-02-08 06:57:27,156,1012,25,88,33
303,2021-06-12 00:03:16,283,101,69,79,599
268,2022-02-24 00:27:24,150,656,261,52,582
158,2022-04-29 09:34:21,1064,375,149,23,136
249,2022-01-03 16:12:07,711,300,161,7,160
264,2021-12-04 18:26:08,957,356,301,24,106
2,2022-03-14 07:30:24,183,1082,72,104,691
298,2021-08-15 16:38:20,183,185,281,109,536
167,2021-07-04 01:36:06,285,812,151,34,515
302,2022-01-22 04:14:50,823,1042,123,82,84
179,2022-04-14 00:19:47,1061,981,181,83,385
281,2021-04-16 12:19:42,711,849,20,85,382
125,2021-05-31 02:36:04,1011,264,144,16,655
5,2021-12-08 19:37:15,823,405,153,107,798
174,2021-06-14 02:47:06,213,601,292,30,323
117,2022-04-10 21:06:26,1088,363,275,115,710
262,2021-05-31 02:18:56,208,638,115,5,316
285,2021-02-21 18:11:44,990,649,183,15,568
161,2021-06-09 16:18:06,532,884,245,2,701
209,2022-01-13 10:44:58,393,347,196,4,797
305,2022-04-03 14:18:45,711,138,283,85,61
9,2021-02-28 07:31:42,957,465,34,70,497
222,2021-11-19 22:28:20,506,961,74,91,792
263,2021-09-21 03:44:09,1053,48,148,40,53
291,2021-05-22 18:26:17,701,43,216,113,399
261,2021-09-08 05:05:06,257,963,103,75,259
287,2021-01-06 11:25:14,272,597,289,59,630
260,2021-06-22 17:50:40,1055,685,180,1,407
151,2021-02-13 16:54:34,823,86,235,43,356
18,2021-02-25 12:55:53,156,378,118,80,535
176,2022-04-05 22:15:37,229,769,309,83,634
245,2021-04-20 14:28:52,777,496,241,100,768
184,2021-12-05 12:02:08,819,173,310,63,286
51,2021-03-18 11:29:05,1084,970,194,31,118
301,2021-02-07 10:21:16,494,223,125,43,20
34,2021-10-29 17:59:46,618,961,43,81,412
226,2022-03-27 15:45:19,286,202,52,71,119
199,2021-07-06 13:19:57,294,598,101,34,535
228,2022-03-07 07:15:20,838,955,252,85,154
168,2021-07-14 04:16:05,990,397,198,101,682
101,2021-08-11 21:09:52,532,433,259,22,687
313,2021-03-07 00:58:07,670,142,271,98,385
127,2021-02-24 19:18:11,698,480,249,21,206
290,2022-01-19 03:13:07,194,916,207,78,71
94,2021-12-23 05:15:48,962,592,4,70,181
103,2021-05-17 23:51:45,532,434,7,84,520
111,2021-10-23 09:07:36,294,515,294,5,55
257,2022-02-09 17:55:21,772,76,127,90,502
212,2021-10-11 02:37:48,542,374,61,70,455
282,2022-03-10 19:53:25,1063,683,206,114,11
229,2022-02-24 07:10:07,1074,0,224,11,289
142,2021-03-08 00:44:55,272,1067,232,105,269
113,2021-07-12 19:28:39,648,280,282,44,804
154,2021-07-22 03:51:57,324,447,209,8,536
189,2021-02-11 21:40:29,100,6,265,10,410
91,2021-03-13 21:47:43,866,134,248,96,173
188,2021-08-29 20:38:59,208,1091,44,61,375
310,2021-02-17 17:08:17,777,42,82,42,282
292,2021-09-24 10:58:58,528,123,177,74,415
180,2022-04-15 04:33:39,400,1017,147,79,15
250,2021-11-11 05:26:10,182,874,171,14,570
275,2021-04-22 11:38:34,1053,338,81,108,136
31,2022-01-26 22:27:49,183,328,23,60,444
64,2021-05-04 00:53:38,194,413,8,11,239
201,2021-12-26 14:34:16,156,806,205,21,478
289,2022-03-21 03:39:52,1011,29,136,35,335
152,2021-03-17 12:19:55,962,101,173,115,815
56,2021-12-24 11:21:14,291,864,288,115,710
146,2021-04-05 08:36:03,773,797,105,54,690
224,2021-05-27 18:51:51,567,83,41,106,669
67,2021-10-30 22:50:01,532,590,122,46,671
223,2022-02-11 00:41:53,324,713,13,35,398
230,2021-01-04 18:02:38,309,368,236,22,245
208,2022-01-07 03:55:36,858,507,93,74,464
181,2021-07-18 05:21:56,294,684,305,48,823
220,2021-12-04 16:08:37,225,707,278,31,614
138,2021-11-28 21:06:15,772,649,184,50,715
294,2021-12-15 09:36:50,225,118,306,28,712
159,2022-02-18 06:22:28,777,446,77,21,39
21,2022-04-21 10:27:10,823,726,51,5,551
6,2022-04-21 16:49:32,492,635,258,6,682
217,2021-07-01 03:58:08,429,1077,254,24,409
17,2022-01-10 01:53:29,283,479,215,13,436
149,2021-10-30 20:32:23,819,254,78,78,396
248,2021-06-10 05:12:03,618,926,84,11,653
50,2021-05-25 13:03:23,823,812,267,82,12
202,2021-02-11 20:41:32,1094,246,295,17,313
35,2021-02-25 11:34:45,892,282,257,40,503
4,2021-05-03 15:09:23,213,433,187,76,496
42,2021-09-05 09:15:34,225,703,56,28,709
162,2021-06-03 17:59:54,429,22,204,32,411
115,2021-07-14 08:24:47,632,470,87,94,274
53,2022-02-07 22:56:42,613,1001,154,24,321
130,2021-07-02 15:39:09,957,111,303,32,411
82,2021-09-19 01:53:58,539,764,109,31,273
309,2022-03-16 19:55:33,679,563,227,30,192
197,2021-02-19 02:00:07,429,546,212,70,75
114,2022-03-04 11:40:04,1053,1087,28,85,671
150,2021-04-25 16:11:10,1094,1058,247,112,598
36,2022-04-28 21:12:17,892,36,304,7,318
272,2022-01-04 20:04:53,1084,886,112,90,515
164,2021-05-11 19:44:36,156,1040,142,80,100
278,2021-12-22 02:20:14,1011,878,63,19,598
131,2021-09-23 19:27:54,777,353,102,42,397
183,2021-01-24 00:21:53,213,918,124,16,376
270,2021-11-17 21:00:02,582,673,146,30,131
25,2021-04-25 23:33:34,294,612,99,64,674
318,2021-06-06 06:17:06,122,607,223,72,525
215,2021-08-18 08:58:08,539,179,234,94,725
3,2021-08-18 11:37:24,225,166,300,90,86
312,2021-02-05 07:52:18,876,897,226,109,723
72,2021-11-17 07:32:54,819,454,140,26,695
246,2022-01-28 22:13:03,594,1035,242,116,472
156,2021-10-01 05:59:33,679,48,60,30,442
69,2021-01-03 14:12:54,494,733,182,113,779
22,2021-12-02 13:56:10,528,921,272,29,728
240,2022-01-04 18:39:07,208,646,322,87,678
59,2021-08-26 14:30:38,532,901,246,46,97
132,2022-02-13 19:13:37,429,123,167,91,603
237,2021-06-18 22:43:02,213,245,203,30,75
194,2021-08-03 23:44:09,241,321,238,72,0
57,2022-01-26 12:40:52,145,224,104,49,514
234,2021-09-12 20:15:36,539,978,218,38,376
244,2021-03-10 00:40:54,957,1008,270,91,478
141,2021-03-26 20:45:22,1084,50,244,79,669
320,2021-11-30 19:26:13,387,575,71,81,416
213,2021-12-07 04:40:51,285,562,85,58,710
219,2022-02-22 18:47:50,615,861,108,113,773
84,2022-01-04 08:56:07,962,137,190,24,415
104,2022-03-09 00:35:30,950,510,197,37,154
236,2022-04-19 07:14:55,838,588,36,85,534
14,2022-02-23 14:49:33,377,964,55,100,768
73,2021-07-07 17:23:52,567,937,256,35,366
200,2021-11-29 17:10:17,1074,677,114,106,820
43,2022-03-25 10:36:46,962,467,42,91,32
89,2022-04-01 04:44:48,156,569,37,10,780
32,2021-01-23 22:56:42,145,596,250,103,484
324,2021-05-22 01:35:24,582,581,57,116,537
37,2021-07-17 08:34:51,387,607,163,87,25
252,2021-10-15 08:02:51,156,383,219,100,55
195,2021-01-31 03:09:19,324,139,113,11,536
241,2021-03-03 14:46:26,1084,507,279,28,34
74,2022-01-15 02:19:15,567,18,86,39,579
98,2021-03-08 07:13:51,962,464,100,51,513
169,2021-03-30 19:59:41,990,147,64,98,18
48,2022-03-25 14:15:15,257,712,172,91,351
26,2021-11-07 16:33:28,506,1022,76,6,299
253,2021-10-30 01:42:12,141,201,186,83,441
232,2021-10-12 04:09:58,294,250,165,110,104
75,2021-09-24 07:46:49,506,5,160,6,299
187,2021-10-31 08:29:28,772,510,318,65,93
62,2021-12-18 16:27:16,876,7,83,112,598
225,2021-01-04 18:43:35,962,930,286,6,640
7,2022-04-04 10:38:21,309,1086,120,83,415
171,2021-08-04 08:12:39,582,718,253,76,707
172,2022-04-18 19:30:19,567,399,285,63,97
255,2022-01-22 16:02:25,962,869,15,75,744
316,2021-08-24 07:28:08,1061,1089,308,113,773
133,2021-03-09 13:04:57,615,461,135,114,415
227,2021-09-13 15:28:07,1068,101,222,12,524
20,2021-12-07 19:38:44,777,240,302,100,354
80,2022-02-03 01:26:12,102,557,33,113,399
95,2021-07-06 02:34:47,532,534,280,20,458
129,2021-02-12 03:41:04,309,600,138,65,644
105,2021-08-03 05:46:19,950,998,132,101,194
238,2021-06-30 07:23:50,286,570,321,39,363
166,2022-02-18 07:25:55,990,219,91,92,813
274,2021-05-18 04:14:05,170,306,134,61,708
144,2022-03-25 05:15:07,772,362,1,13,530
58,2021-10-31 05:43:03,225,573,59,31,567
259,2021-05-21 15:35:58,990,351,129,102,444
137,2022-02-17 02:53:10,294,769,231,5,551
124,2021-02-26 11:10:10,158,173,27,17,689
235,2021-04-01 06:22:59,208,666,323,111,758
242,2021-05-23 14:46:10,838,449,75,85,641
107,2021-06-23 20:19:23,567,757,213,19,89
77,2021-02-17 04:57:29,294,885,174,34,706
